99718.5	93255.7
12812.4	99904.1
23608.9	39658.1
38791.1	66974.6
93553.9	84631.1
31327.4	52454.8
44345.3	22957.7
53441.4	91396.2
45720.5	43069.9
93912.8	77838.9
71597.1	80275.8
9280.08	51815.3
86502	82914.7
82960.3	27305
5924.32	67052.8
59306.6	67165.4
41178.8	19755.1
28963	14212
78331.4	41253.9
3417.13	62403
66063.6	29849.5
44613.5	22212.5
7336.42	46923.9
9617.23	90337
11949	52479.9
8362.3	91686.1
91044.8	29893
58438.9	56591.2
61393.8	95653.6
26097.9	23101.5
53344.8	94993.8
49306	54060.1
76548.5	4534.57
13996.6	79240.4
2980.14	88312.5
54078.8	44798
89213.6	37758.4
53842.5	65229.9
36126.1	57100.9
63783.6	12631.5
69020.5	64774.9
35393.9	76323.3
35653.2	75278.8
88134.2	1166.92
49810.9	7379.2
78695.1	6406.73
35531	94183.7
37980.3	76292
77159.5	30136.1
77273.9	15293
57863.4	900.8
70904.3	47064.1
76459.3	46739.3
26900.1	83169.3
55132.5	7008.15
47247.5	74276.5
19195.6	46431.2
23036.3	50824.8
20856.8	4930.42
51886.2	17227.8
39631.3	10736.5
50981	10213.5
28871.8	23175.8
96766.8	27831.9
23362.3	9155.64
57006.7	41792.7
36784.3	81299.5
28976	71739.2
61294.8	42691
75187.3	42781.3
42838.2	36190.4
15333.8	93719
91641	78195.8
61632.9	3599.94
65432.4	12977
29435.9	36081.5
27464.5	7396.9
15213.7	16161.9
93871.2	37113.4
5001.81	74095.6
29868	20435.8
98175.7	89302.1
75934.9	65112.1
3968.35	81387.6
76257.3	45528.2
53182.6	10933.6
14603.3	50878.9
21565	91644.4
46215.3	13226.7
76424.2	21273.4
7425.84	9541.92
16220.6	35646.4
9530.78	14326.3
93101.3	57658.4
83964.5	62329.2
32451.8	72801.2
52273.7	73681.1
16540.6	68705.8
42681.1	72855.7
75633.5	39761.1
92520	20351
92690.6	20268.8
92500.2	20249.6
92447.5	20293.3
92389.4	20124.7
92194.5	20108.5
92128.1	20097.4
92129.4	20251.7
92042	20193.5
91938.5	20003
91910.5	19941.6
91761.1	20121.6
